workplace_id,census_no,institution_category_id,authority_id,language_id,gender_id,institution_types_id,grade_span_id,district_id,zeo_wp_id,deo_wp_id,name,address,phone
INS0001342,1342,ICID001,AUID02,SLID04,IGID01,ITID01,GSID04,DIS022,ZEO0000007,DEO0000021,NEGOMBO ST. MARY'S M.V.,"MAIN STREET, NEGOMBO",312222594
INS0001343,1343,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS022,ZEO0000007,DEO0000021,KOCHCHIKADE CHRIST KING COLLEGE,KOCHCHIKADE,312279164
INS0001344,1344,ICID001,AUID02,SLID04,IGID03,ITID01,GSID04,DIS022,ZEO0000007,DEO0000021,NEGOMBO ST. PETER'S M.V.,NEGOMBO.,312220956
INS0001345,1345,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000021,NEGOMBO ST. ANN'S M.V.,"KURANA, NEGOMBO.",312239878
INS0001346,1346,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000021,PITIPANA M.V.,"MEDA PITIPANA, NEGOMBO.",313719661
INS0001347,1347,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,KEPUNGODA ST. ANTHONY'S J.S.V.,"KEPUNGODA, PAMUNUGAMA",112071428
INS0001349,1349,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,THALAHENA M.V.,"THALAHENA, NEGOMBO.",312227911
INS0001350,1350,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,THILLANDUWA J.S.V.,"ST. JOSHEP STREET, NEGOMBO.",312221321
INS0001352,1352,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000021,DALUPOTHA M.V.,"DALUPOTHA, NEGOMBO.",312234746
INS0001354,1354,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,DUNGALPITIYA J.S.V.,"DUNGALPITIYA, THALAHENA, NEGOMBO.",
INS0001355,1355,ICID001,AUID02,SLID04,IGID03,ITID02,GSID06,DIS022,ZEO0000007,DEO0000021,ST. ANNE'S M.V.,"DALUWAKOTUWA, KOCHCHIKADE.",312276351
INS0001356,1356,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000021,ST. ANNE'S P.V.,"DALUWAKOTUWA, KOCHCHIKADE.",312276212
INS0001357,1357,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,BASIYAWATTA ST. PETER'S KANISHTA V.,"BASIYAWATTA, THALAHENA, NEGOMBO.",312280456
INS0001358,1358,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000021,BOLWALANA NIMALA MARIA M.V.,"BOLWALANA, NEGOMBO.",312234903
INS0001359,1359,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000021,NEGOMBO ST. SEBASTIAN'S M.V.,"SEA STREET, NEGOMBO.",312225738
INS0001360,1360,ICID001,AUID02,SLID04,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000021,NEGOMBO VIDYALANKARA M.V.,"TEMPLE RD, NEGOMBO.",312231429
INS0001361,1361,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,NEGOMBO ST. JOSHEP'S J.S.V.,"MAIN STREET, NEGOMBO.",312280662
INS0001362,1362,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000021,NEGOMBO OUR LADY OF MIRACLE M.V.,"ST.JOSHEP STREET, NEGOMBO.",312222625
INS0001363,1363,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000021,DUWANA SINHALA MIXED VIDYALAYA,"DUWANA, KOCHCHIKADE.",312272430
INS0001364,1364,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,ETHTHUKALA ST. SYLVESTER SINHALA MIXED VIDYALAYA,"ETHTHUKALA, NEGOMBO.",
INS0001365,1365,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,PALANGATHURAYA SINHALA MIXED K.V.,"PALANGATHURAYA, KOCHCHIKADE",312274080
INS0001366,1366,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,DUWA J.S.V.,"DUWA, NEGOMBO.",312223828
INS0001367,1367,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000021,PALLANSENA R.C.P.V.,"PALLANSENA, KOCHCHIKADE.",312277422
INS0001369,1369,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,MANKULIYA ST. ANTHONY'S VIDYALAYA,"MANKULIYA, NEGOMBO.",312237315
INS0001370,1370,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,NEGOMBO ST. NICHOLA'S SINHALA V.,NEGOMBO,313616128
INS0001371,1371,ICID001,AUID02,SLID01,IGID03,ITID03,GSID05,DIS022,ZEO0000007,DEO0000021,KUDAPADUWA SINHALA MIXED V.,"LUWIS PLACE, KUDAPADUWA",312228172
INS0001372,1372,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000021,KATTUWA ST. FRANCIS SALES J.S.V.,"KATTUWA, NEGOMBO",312233408
INS0001373,1373,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS022,ZEO0000007,DEO0000022,AMANDOLUWA M.V.,"AMANDOLUWA, SEEDUWA",112254588
INS0001374,1374,ICID001,AUID02,SLID04,IGID03,ITID01,GSID06,DIS022,ZEO0000007,DEO0000022,ANDIAMBALAMA M.V.,ANDIAMBALAMA,112259249
INS0001375,1375,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000022,VIDYALOKA M.V.,"KATANA WEST, KATANA",312240326
INS0001376,1376,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,KATUNAYAKE M.V.,KATUNAYAKE,312221103
INS0001377,1377,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,KATUWAPITIYA ST. SEBASTIAN M.V.,"KATUWAPITIYA, NEGOMBO",313126206
INS0001378,1378,ICID001,AUID02,SLID01,IGID03,ITID01,GSID04,DIS022,ZEO0000007,DEO0000022,THIMBIRIGASKATUWA MUDALIDU DAVID MENDIS M.V.,THIMBIRIGASKATUWA,312233325
INS0001379,1379,ICID001,AUID01,SLID04,IGID03,ITID01,GSID06,DIS022,ZEO0000007,DEO0000022,RADDOLUWA SRI PANGNANANDA AUID01 COLLEGE,"RADDOLUWA, KOTUGODA",112292281
INS0001380,1380,ICID001,AUID02,SLID01,IGID03,ITID01,GSID06,DIS022,ZEO0000007,DEO0000022,SEEDUWA DAVISAMARA M.V.,SEEDUWA,112255832
INS0001381,1381,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000022,DHAMMALOKA M.V.,"HEENATIYANA, MINUWANGODA",112256124
INS0001382,1382,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,AMBALANMULLA SRI JOTHIRATHANA J.S.V.,"AMBALANMULLA, SEEDUWA",112258490
INS0001383,1383,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,ALAWATHUPITIYA J.S.V.,"ALAWATHUPITIYA , SEEDUWA",115686528
INS0001384,1384,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,ANDIAMBALAMA BUDDHIST P.V.,ANDIAMBALAMA,112252115
INS0001385,1385,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,ETHGALA ROMAN CATHOLIC K.V.,ETHGALA KOCHCHIKADE,312279284
INS0001387,1387,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,MARIYA RAJINIE J.S.V.,KATANA,312242111
INS0001388,1388,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,KADAWALA ST. JOSEPHS J.S.V.,"KADAWALA, KATANA",312242679
INS0001389,1389,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000022,KATUNAYAKA R.C.M.V.,KATUNAYAKA,112259471
INS0001390,1390,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,SRI LANKA AIR FORCE KANISHTA VIDYALAYA,KATUNAYAKE,112441044
INS0001391,1391,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,KADIRANA K.V.,DEMANHANDIYA,312224034
INS0001392,1392,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,KIMBULAPITIYA R.C.P.V.,"KIMBULAPITIYA , NEGOMBO",312227920
INS0001393,1393,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,SRI MEDHANKARA MODEL P.V.,KIMBULAPITIYA,312231443
INS0001394,1394,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,KUSWALA P.V.,"KUSWALA, RADDOLUGAMA",112289775
INS0001395,1395,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,KOTUGODA R.C.P.V.,KOTUGODA,
INS0001396,1396,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,KONDAGAMULLA J.S.V.,DEMANHANDIYA,312241257
INS0001400,1400,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,ABAYARAJA P.V.,"DEWAMOTTAWA, ANDIAMBALAMA",112251388
INS0001401,1401,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,PEELLAWATHTHA DAVID DE SILVA J.S.V.,"PEELLAWATHTHA, YATIYANA, MINUWANGODA",112253650
INS0001402,1402,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000007,DEO0000022,ST. JOHN THE BAPTIST M.V.,"BAMBUKULIYA, KOCHCHIKADE",313321753
INS0001403,1403,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,BANDARAWATHTHA ST. MARYS J.S.V.,"BANDARAWATHTHA, SEEDUWA",770406198
INS0001404,1404,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,SRI VIJAYA K.V.,"KALUWARIPPUWA, WEST KATANA",775257776
INS0001406,1406,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,MIRISWATTA P.V.,DEMANHANDIYA,
INS0001407,1407,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,MURUTHANA K.V.,"MURUTHANA, KOCHCHIKADE",312272867
INS0001408,1408,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,BANDARANAYAKE J.S.V.,"MUKALANGAMUWA, SEEDUWA",112251956
INS0001409,1409,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,WALANA LAKSHMIE J.S.V.,WALANA KATUNAYAKA,112256166
INS0001410,1410,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,SRI RATHANASARA P.V.,"WALPOLA, ANDIAMBALAMA.",312242600
INS0001411,1411,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,WELIHENA SINHALA MIXD K.V.,KOCHCHIKADE,312275800
INS0001412,1412,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,SEEDUWA METHODIST P.V.,SEEDUWA,113038127
INS0001413,1413,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,AMANDOLUWAR.C.P.V.,"AMANDOLUWA, SEEDUWA",112292923
INS0001414,1414,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,ANDIAMBALAMA R.C.P.V.,ANDIAMBALAMA,112254528
INS0001417,1417,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,SEEDUWA R.C.P.V.,SEEDUWA,112255452
INS0001418,1418,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000007,DEO0000022,THOPPUWA ST. PHILIP NERI'S K.V.,KOCHCHIKADE,312278099
INS0001419,1419,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000007,DEO0000022,RADDOLUGAMA P.V,RADDOLUGAMA,
INS0001420,1420,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS022,ZEO0000007,DEO0000022,JEYARAJ FERNANDOPULLE M.V.,KIMBULAPITIYA,312227347
INS0001421,1421,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,HUNUMULLA M.V.,HUNUMULLA,312248718
INS0001422,1422,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,KUDAGAMMANA M.V.,WALPITA,312247284
INS0001423,1423,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,KARUNARATHNA BUDDHIST MAHA VIDYALAY,KOTADENIYAWA,332240063
INS0001424,1424,ICID001,AUID02,SLID04,IGID03,ITID01,GSID06,DIS022,ZEO0000006,DEO0000020,DIVULAPITIYA SRI GNANODAYA M.M.V.,DIVULAPITIYA,312246102
INS0001425,1425,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,DOROWWA M.V.,"DIVULDENIYA VIA, MIRIGAMA",333836380
INS0001426,1426,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,NAWANA M.V.,NAWANA,332273787
INS0001427,1427,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS022,ZEO0000006,DEO0000020,BANDURAGODA DHARMASHOKA M.V.,BANDURAGODA,332273551
INS0001428,1428,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,MELLAWAGEDARA ANAGARIKA DHARMAPALA MAHA VIDYALAYA,MELLAWAGEDARA,332272519
INS0001429,1429,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,ULLALAPOLA P.V.,DIVULAPITIYA,312246237
INS0001431,1431,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,DIYAGAMPALA P.V.,KOTADENIYAWA,332272077
INS0001432,1432,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,BALAGALLA P.V.,DIVULAPITIYA,312248081
INS0001433,1433,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,PATHIGODA P.V.,BADALGAMA,315683615
INS0001434,1434,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,KALUAGGALA P.V.,KALUAGGALA VIA MIRIGAMA,783431793
INS0001435,1435,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,MELLAWAGEDARA R.C.P.V.,MELLAWAGEDARA,315683624
INS0001436,1436,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,MANINGAMUWA SIRIWARDHANA P.V.,MELLAWAGEDARA,
INS0001437,1437,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,SRI SARANATISSA K.V.,BADALGAMA,312269780
INS0001438,1438,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,HALPE EKANAYAKA K.V.,MEERIGAMA,
INS0001439,1439,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,HANGAWATHTHA RAJAGIRI P.V.,BANDURAGODA,
INS0001440,1440,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,KITHULWALA MUNIDASA KUMARATHUNGA K.V.,KITHULWALA MIRIGAMA VIA,333963455
INS0001442,1442,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,KEHELELLA RANASINGHA P.V.,BADALGAMA,312269831
INS0001443,1443,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,PINNAKELEWATTA P.V.,DIVULAPITIYA,
INS0001444,1444,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,HEERALUGEDARA SRIPALI P.V.,KOTADENIYAWA,332240194
INS0001445,1445,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,HAPUGAHAGAMA SARDHATISSA SAKALASOORIYA MODAL P.V.,DIVULAPITIYA,714424400
INS0001446,1446,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,DELWAGURA MALIYADEWA P.V.,DELWAGURA VIA MIRIGAMA,312269770
INS0001447,1447,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,MADITHIYAWALA P.V.,BANDURAGODA,
INS0001448,1448,ICID001,AUID02,SLID04,IGID03,ITID01,GSID06,DIS022,ZEO0000006,DEO0000020,HUNUMULLA C.W.W.KANNANGARA MADYA VIDYALAYA,HUNUMULLA,312246219
INS0001449,1449,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,ALUTHEPOLA WALAGAMBA M.V.,WEGOWWA,112295520
INS0001450,1450,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,IHALA MADAMPELLA RANASINGHE M.V.,"IHALA MADAMPELLA VIA, MIRIGAMA",776761816
INS0001451,1451,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,KATUWELLEGAMA NAVODYA M.V.,KATUWELLEGAMA,112299096
INS0001452,1452,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,"SIRI SIDUHATH M.V., AKARAGAMA",AKARAGAMA,312269704
INS0001454,1454,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS022,ZEO0000006,DEO0000020,DUNAGAHA RANASINGHA M.V.,DUNAGAHA,312246091
INS0001455,1455,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,POPE PAUL THE 6TH M.V.,"HALPE, KATANA",312240843
INS0001456,1456,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,WERAGODAMULLA M.V.,HORAMPELLA,112296912
INS0001457,1457,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,AKARAGAMA GUNADASA K.V.,AKARAGAMA VIA MEERIGAMA,717073035
INS0001458,1458,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,ASSENNAWATTA P.V.,DIVULAPITIYA,
INS0001459,1459,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,ANDIMALLA P.V.,KATANA,312264006
INS0001460,1460,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,INDURAGARA SIRI PERAKUM P.V.,DUNAGAHA,
INS0001462,1462,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,KADAWALA RANASINGHE P.V.,DUNAGAHA,312247207
INS0001463,1463,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,KEHELELLA RAHULA P.V.,"KEHELELLA SOUTH, HUNUMULLA",719931426
INS0001464,1464,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,KOONGODAMULLA ST. ANTHONY'S K.V.,KATANA,767830005
INS0001465,1465,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,DAGONNA RANASINGHE P.V.,"DAGONNA VIA, NEGOMBO",
INS0001466,1466,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,DAGONNA METHODIST P.V.,"DAGONNA VIA, NEGOMBO",769050924
INS0001467,1467,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,DAGONNA R.C.P.V.,"DAGONNA VIA, NEGOMBO",313124444
INS0001468,1468,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,DAGONNA WIMALANANDA P.V.,"NEGOMBO RD, DAGONNA",312264285
INS0001469,1469,ICID001,AUID02,SLID01,IGID03,ITID02,GSID04,DIS022,ZEO0000006,DEO0000020,DIVULAPITIYA SRI GNANAWASA M.V.,DIVULAPITIYA,312246896
INS0001470,1470,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,KALUWARIPPUWA EAST P.V.,KATANA,
INS0001471,1471,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,PALLIYAPITIYA RANASINGHE P.V.,DUNAGAHA,312247200
INS0001473,1473,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000020,PAHALA MADAMPELLA K.V.,KATANA,313121800
INS0001474,1474,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,BATEPOLA R.C. P.V.,DUNAGAHA,312248156
INS0001475,1475,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,MARANDAGAHAMULA ANANDA P.V.,MARANDAGAHAMULA,
INS0001476,1476,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,HENPITAGEDARA GNANASEEHA P.V.,MERANDAGAHAMULA,312243488
INS0001477,1477,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000020,HORAGASMULLA P.V.,DIVULAPITIYA,312246516
INS0001478,1478,ICID001,AUID01,SLID04,IGID01,ITID01,GSID04,DIS022,ZEO0000006,DEO0000017,MINUWANGODA NALANDA BOYS M.M.V.,MINUWANGODA,112295288
INS0001479,1479,ICID001,AUID02,SLID04,IGID02,ITID01,GSID04,DIS022,ZEO0000006,DEO0000017,MINUWANGODA NALANDA BALIKA M.M.V.,MINUWANGODA,112295939
INS0001480,1480,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000017,NILPANAGODA MAHA VIDYALAYA,NILPANAGODA WEGOWWA MINUWANGODA,112280980
INS0001481,1481,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000017,MABODALA M.V.,MABODALA,332246670
INS0001482,1482,ICID001,AUID02,SLID01,IGID03,ITID02,GSID06,DIS022,ZEO0000006,DEO0000017,HORAMPELLA SEELAWIMALA M.V.,HORAMPELLA,112283070
INS0001483,1483,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000033,YATIYANA M.V.,"YATIYANA , MINUWANGODA",112299170
INS0001484,1484,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000033,KOPIWATHTHA K.V.,MINUWANGODA,112283573
INS0001485,1485,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000033,POLWATHTHA SRI RATHANASARA M.V.,MINUWANGODA,112298243
INS0001486,1486,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000033,YATAGAMA P.V.,"YATAGAMA, ESSALLA",332246710
INS0001487,1487,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000033,YATIYANA R.C.K.V.,MINUWANGODA,112299175
INS0001488,1488,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000033,WATINAPAHA BUDDHIST PRIMARY SCHOOL,WATINAPAHA,112283040
INS0001490,1490,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000033,WEGOWWA K.V.,WEGOWWA,
INS0001491,1491,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000033,VITHANAMULLA K.V.,DIVULAPIYIYA,333963470
INS0001492,1492,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000034,KAMARAGODA R.C.J.S.,"KAMARAGODA, DEVELAPOLA",112281633
INS0001495,1495,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000034,HORAMPELLA P.V.,"HORAMPELLA, MINUWANGODA",112299734
INS0001496,1496,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000033,ARANGAWA SRI DHAMMARAMA P.V.,HORAMPELLA,112298280
INS0001497,1497,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000034,OPATHA SRI GUNANANDA P.V.,"OPATHA, KOTUGODA",112283272
INS0001498,1498,ICID001,AUID02,SLID01,IGID03,ITID03,GSID03,DIS022,ZEO0000006,DEO0000033,KALAHUGODA MADAWALA COMBIND JUNIOR SCHOOL,"KALAHUGODA, MINUWANGOD",718350678
INS0001499,1499,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000033,GALLOLUWA R.C.P.V.,MINUWANGODA,777940439
INS0001500,1500,ICID001,AUID02,SLID01,IGID03,ITID04,GSID01,DIS022,ZEO0000006,DEO0000034,WATINAPAHA R.C.P.S.,WATINAPAHA,
INS0001501,1501,ICID001,AUID02,SLID04,IGID03,ITID01,GSID06,DIS022,ZEO0000006,DEO0000033,MINUWANGODA PRESIDENT'S COLLEGE,MINUWANGODA,112295397
INS0001502,1502,ICID001,AUID01,SLID04,IGID03,ITID01,GSID06,DIS022,ZEO0000006,DEO0000034,UDUGAMPOLA SENERATH PARANAVITHANA M.V.,UDUGAMPOLA,332223679
INS0001503,1503,ICID001,AUID02,SLID04,IGID03,ITID02,GSID06,DIS022,ZEO0000006,DEO0000033,SRI RAHULA M.V.,KOTUGODA,112299607
INS0001504,1504,ICID001,AUID02,SLID01,IGID03,ITID01,GSID06,DIS022,ZEO0000006,DEO0000034,DEVELAPOLA ANANDA M.V.,DEWELAPOLA,112283914
